TITLE,CRSE,ID,CRSE_ID,CRSE_ID_SEC,CRSE_ID_TERM,ACT,FAC1,FAC2,TERM,AY,S,L,Q,W1,W2,W3,CEL,PW,CONT
Musics of Asia and the Pacific,ASMU,252,ASMU_252,ASMU_252_A,ASMU_252_A_winter_2018-19,2,Gina Fatone,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Introduction to Asian Religions,ASRE,155,ASRE_155,ASRE_155_A,ASRE_155_A_winter_2018-19,24,Alison Melnick,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Religions of Tibet,ASRE,251,ASRE_251,ASRE_251_A,ASRE_251_A_winter_2018-19,21,Alison Melnick,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Buddhist Texts in Translation,ASRE,308,ASRE_308,ASRE_308_A,ASRE_308_A_winter_2018-19,3,Alison Melnick,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Chinese Arts & Visual Culture,AVAS,234,AVAS_234,AVAS_234_A,AVAS_234_A_winter_2018-19,9,Trian Nguyen,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Visual Narratives: Storytelling in East Asian Art,AVAS,246,AVAS_246,AVAS_246_A,AVAS_246_A_winter_2018-19,7,Trian Nguyen,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Painting: Color and Design I,AVC,202A,AVC_202A,AVC_202A_A,AVC_202A_A_winter_2018-19,4,Penelope Jones,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Ceramic Design and Techniques,AVC,203,AVC_203,AVC_203_B,AVC_203_B_winter_2018-19,9,Susan Dewsnap,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Ceramic Design and Techniques,AVC,203,AVC_203,AVC_203_A,AVC_203_A_winter_2018-19,9,Susan Dewsnap,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Animation I,AVC,211,AVC_211,AVC_211_A,AVC_211_A_winter_2018-19,9,Carolina Gonzalez Valencia,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Drawing: From Still Life to the Model I,AVC,212A,AVC_212A,AVC_212A_A,AVC_212A_A_winter_2018-19,13,Penelope Jones,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Photography I: The Digital Image,AVC,219,AVC_219,AVC_219_B,AVC_219_B_winter_2018-19,12,Elke Morris,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Photography I: The Digital Image,AVC,219,AVC_219,AVC_219_A,AVC_219_A_winter_2018-19,11,Elke Morris,0,winter,2018-19,0,0,0,0,0,0,0,0,1
The Digital Composite: A Creative Process,AVC,220,AVC_220,AVC_220_A,AVC_220_A_winter_2018-19,13,Elke Morris,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Printmaking Workshop,AVC,316,AVC_316,AVC_316_A,AVC_316_A_winter_2018-19,10,Pamela Johnson,0,winter,2018-19,0,0,0,0,0,0,0,0,0
"Visual Meaning: Process, Material, Format",AVC,350,AVC_350,AVC_350_A,AVC_350_A_winter_2018-19,8,Pamela Johnson,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Methods in the Study of Art and Visual Culture,AVC,374,AVC_374,AVC_374_A,AVC_374_A_winter_2018-19,4,Edward Harwood,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis: Studio Art,AVC,457A,AVC_457A,AVC_457A_CG,AVC_457A_CG_winter_2018-19,15,Carolina Gonzalez Valencia,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis: History and Criticism of Art and Visual Culture,AVC,457B,AVC_457B,AVC_457B_EH,AVC_457B_EH_winter_2018-19,3,Edward Harwood,0,winter,2018-19,0,0,0,0,0,1,0,0,0
The Art of Islam,AVCM,241,AVCM_241,AVCM_241_A,AVCM_241_A_winter_2018-19,1,Beth Woodward,0,winter,2018-19,0,0,0,0,1,0,0,0,1
Florence to Bruges: The Early Renaissance in Europe,AVCM,265,AVCM_265,AVCM_265_A,AVCM_265_A_winter_2018-19,1,Beth Woodward,0,winter,2018-19,0,0,0,0,1,0,0,0,1
Trans Studies in the Politics of Visibility,AVGS,345,AVGS_345,AVGS_345_A,AVGS_345_A_winter_2018-19,15,Erica Rand,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Biochemistry of Virus Replication and Host Cell Defense Systems,BICH,304,BICH_304,BICH_304_A,BICH_304_A_winter_2018-19,15,Glen Lawson,0,winter,2018-19,1,0,0,0,0,0,0,0,0
Dendrology and the Natural History of Trees/Lab,BIES,271,BIES_271,BIES_271_A,BIES_271_A_winter_2018-19,24,Brett Huggett,0,winter,2018-19,1,1,0,0,0,0,0,0,0
Restoration Ecology/Lab,BIES,302,BIES_302,BIES_302_A,BIES_302_A_winter_2018-19,6,Carla Essenberg,0,winter,2018-19,1,0,0,0,0,0,1,0,0
Human Nutrition,BIO,129,BIO_129,BIO_129_A,BIO_129_A_winter_2018-19,1,Bruno Salazar-Perea,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Biology of Cooperation,BIO,133,BIO_133,BIO_133_A,BIO_133_A_winter_2018-19,23,Carla Essenberg,0,winter,2018-19,1,0,0,0,0,0,1,0,0
Lab-Based Biological Inquiry: Marine Biology in a Changing Ocean,BIO,195A,BIO_195A,BIO_195A_A,BIO_195A_A_winter_2018-19,0,Katie Dobkowski,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Lab-Based Biological Inquiry: Marine Biology in a Changing Ocean,BIO,195A,BIO_195A,BIO_195A_B,BIO_195A_B_winter_2018-19,0,Katie Dobkowski,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Lab-Based Biological Inquiry: Host-Parasite Evolution,BIO,195B,BIO_195B,BIO_195B_A,BIO_195B_A_winter_2018-19,0,Don Dearborn,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Human Anatomy and Physiology I,BIO,217,BIO_217,BIO_217_A,BIO_217_A_winter_2018-19,18,Bruno Salazar-Perea,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Cellular and Molecular Biology,BIO,242,BIO_242,BIO_242_B,BIO_242_B_winter_2018-19,20,Louise Brogan,Martin Kruse,winter,2018-19,1,1,1,0,1,0,0,0,1
Cellular and Molecular Biology,BIO,242,BIO_242,BIO_242_C,BIO_242_C_winter_2018-19,27,Louise Brogan,Martin Kruse,winter,2018-19,1,1,1,0,1,0,0,0,1
Cellular and Molecular Biology,BIO,242,BIO_242,BIO_242_A,BIO_242_A_winter_2018-19,23,Louise Brogan,Martin Kruse,winter,2018-19,1,1,1,0,1,0,0,0,1
Cellular and Molecular Biology,BIO,242,BIO_242,BIO_242_D,BIO_242_D_winter_2018-19,26,Louise Brogan,Martin Kruse,winter,2018-19,1,1,1,0,1,0,0,0,1
Senior Thesis,BIO,457,BIO_457,BIO_457_RB,BIO_457_RB_winter_2018-19,17,Ryan Bavis,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Senior Thesis,BIOC,457,BIOC_457,BIOC_457_TL,BIOC_457_TL_winter_2018-19,12,Glen Lawson,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Philosophy of Evolution,BIPL,323E,BIPL_323E,BIPL_323E_A,BIPL_323E_A_winter_2018-19,16,Mike Dacey,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Atomic and Molecular Structure/Lab,CHEM,107A,CHEM_107A,CHEM_107A_B,CHEM_107A_B_winter_2018-19,13,Colleen O'Loughlin,0,winter,2018-19,1,1,1,0,0,0,0,0,0
Atomic and Molecular Structure/Lab,CHEM,107A,CHEM_107A,CHEM_107A_C,CHEM_107A_C_winter_2018-19,17,Geneva Laurita,0,winter,2018-19,1,1,1,0,0,0,0,0,0
Descriptive Inorganic Chemistry,CHEM,215,CHEM_215,CHEM_215_A,CHEM_215_A_winter_2018-19,17,Geneva Laurita,0,winter,2018-19,1,0,0,0,0,0,0,0,0
Organic Chemistry I/Lab,CHEM,217,CHEM_217,CHEM_217_A,CHEM_217_A_winter_2018-19,53,Jennifer Koviach-Cote,0,winter,2018-19,1,1,0,0,0,0,0,0,0
Quantum Chemistry,CHEM,301,CHEM_301,CHEM_301_A,CHEM_301_A_winter_2018-19,20,Matt Cote,0,winter,2018-19,1,0,1,0,0,0,0,0,0
Spectroscopic Determination of Molecular Structure,CHEM,313,CHEM_313,CHEM_313_A,CHEM_313_A_winter_2018-19,21,Jennifer Koviach-Cote,0,winter,2018-19,1,0,0,0,0,0,0,0,0
Biological Chemistry I/Lab,CHEM,321,CHEM_321,CHEM_321_A,CHEM_321_A_winter_2018-19,40,Glen Lawson,0,winter,2018-19,1,1,1,0,0,0,0,0,0
Senior Research and Seminar,CHEM,457,CHEM_457,CHEM_457_TL,CHEM_457_TL_winter_2018-19,10,Glen Lawson,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Beginning Chinese I,CHI,101,CHI_101,CHI_101_A,CHI_101_A_winter_2018-19,9,Nathan Faries,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Intermediate Chinese I,CHI,201,CHI_201,CHI_201_A,CHI_201_A_winter_2018-19,11,Li-Ping Miao,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Upper-Level Modern Chinese I,CHI,301,CHI_301,CHI_301_A,CHI_301_A_winter_2018-19,9,Li-Ping Miao,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Senior Thesis,CHI,457,CHI_457,CHI_457_BR,CHI_457_BR_winter_2018-19,2,Brian Ruppert,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Introduction to Medieval English Literature,CMEN,104,CMEN_104,CMEN_104_A,CMEN_104_A_winter_2018-19,9,Myra Wright,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Chaucer,CMEN,206,CMEN_206,CMEN_206_A,CMEN_206_A_winter_2018-19,22,Myra Wright,0,winter,2018-19,0,0,0,0,1,0,0,0,1
Vikings,CMHI,209,CMHI_209,CMHI_209_A,CMHI_209_A_winter_2018-19,39,Gerald Bigelow,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Greek and Roman Myths,CMRE,218,CMRE_218,CMRE_218_A,CMRE_218_A_winter_2018-19,18,Lisa Maurizio,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Senior Thesis,CMS,457,CMS_457,CMS_457_DO,CMS_457_DO_winter_2018-19,0,Laurie O'Higgins,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Intro to Dance Composition,DANC,151,DANC_151,DANC_151_A,DANC_151_A_winter_2018-19,3,Julie Fox,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Dance Repertory Performance,DANC,253,DANC_253,DANC_253_A,DANC_253_A_winter_2018-19,4,Carol Dilley,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Studio: Beginning Modern I,DANC,270A,DANC_270A,DANC_270A_A,DANC_270A_A_winter_2018-19,9,Allie James,Julie Fox,winter,2018-19,0,0,0,0,0,0,0,0,1
Studio: Beginning Ballet,DANC,270B,DANC_270B,DANC_270B_A,DANC_270B_A_winter_2018-19,9,Rachel Ganteaume-Richards,Julie Fox,winter,2018-19,0,0,0,0,0,0,0,0,1
Studio: Repertory Styles,DANC,270D,DANC_270D,DANC_270D_A,DANC_270D_A_winter_2018-19,9,Carol Dilley,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Studio: Jazz,DANC,270E,DANC_270E,DANC_270E_A,DANC_270E_A_winter_2018-19,6,Kate Marchessault,Julie Fox,winter,2018-19,0,0,0,0,0,0,0,0,1
Studio Dance: Intermediate/Advanced Ballet,DANC,270H,DANC_270H,DANC_270H_A,DANC_270H_A_winter_2018-19,7,Robin Vermilion,Julie Fox,winter,2018-19,0,0,0,0,0,0,0,0,1
Studio: Improvisation,DANC,270I,DANC_270I,DANC_270I_A,DANC_270I_A_winter_2018-19,9,Julie Fox,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Studio:Hip Hop,DANC,270K,DANC_270K,DANC_270K_A,DANC_270K_A_winter_2018-19,20,Allie James,Julie Fox,winter,2018-19,0,0,0,0,0,0,0,0,1
Studio: Hip Hop II,DANC,270L,DANC_270L,DANC_270L_A,DANC_270L_A_winter_2018-19,5,Allie James,Julie Fox,winter,2018-19,0,0,0,0,0,0,0,0,1
Senior Thesis,DANC,457,DANC_457,DANC_457_CD,DANC_457_CD_winter_2018-19,3,Carol Dilley,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Introduction to Computation for Science and Mathematics,DCS,108,DCS_108,DCS_108_A,DCS_108_A_winter_2018-19,26,Carrie Eaton,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Data Cultures,DCS,204,DCS_204,DCS_204_A,DCS_204_A_winter_2018-19,20,Anelise Shrout,0,winter,2018-19,0,1,0,0,0,0,0,0,0
Interpretation and Implementation of Languages,DCS,302,DCS_302,DCS_302_A,DCS_302_A_winter_2018-19,13,Matt Jadud,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Studio: Pilates,DNTH,270W,DNTH_270W,DNTH_270W_A,DNTH_270W_A_winter_2018-19,25,Robin Vermilion,Julie Fox,winter,2018-19,0,0,0,0,0,0,0,0,1
Principles of Microeconomics: Prices and Markets,ECON,101,ECON_101,ECON_101_B,ECON_101_B_winter_2018-19,10,Abraham Asfaw,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Principles of Microeconomics: Prices and Markets,ECON,101,ECON_101,ECON_101_A,ECON_101_A_winter_2018-19,13,Lynne Lewis,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Principles of Macroeconomics: Income and Employment,ECON,103,ECON_103,ECON_103_B,ECON_103_B_winter_2018-19,21,Michael Osei,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Principles of Macroeconomics: Income and Employment,ECON,103,ECON_103,ECON_103_A,ECON_103_A_winter_2018-19,8,Michael Osei,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Central Banking and the College Fed Challenge,ECON,216,ECON_216,ECON_216_A,ECON_216_A_winter_2018-19,29,Michael Osei,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Environmental Economics,ECON,222,ECON_222,ECON_222_A,ECON_222_A_winter_2018-19,26,Lynne Lewis,0,winter,2018-19,0,0,0,0,0,0,0,1,0
Law and Economics,ECON,223,ECON_223,ECON_223_A,ECON_223_A_winter_2018-19,19,Jonny Kurzfeld,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Statistics,ECON,250,ECON_250,ECON_250_A,ECON_250_A_winter_2018-19,32,Luke Chicoine,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Statistics,ECON,250,ECON_250,ECON_250_B,ECON_250_B_winter_2018-19,15,Luke Chicoine,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Econometrics,ECON,255,ECON_255,ECON_255_A,ECON_255_A_winter_2018-19,26,Michael Murray,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Intermediate Microeconomic Theory,ECON,260,ECON_260,ECON_260_A,ECON_260_A_winter_2018-19,33,Leshui He,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Intermediate Microeconomic Theory,ECON,260,ECON_260,ECON_260_B,ECON_260_B_winter_2018-19,23,Leshui He,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Intermediate Macroeconomic Theory,ECON,270,ECON_270,ECON_270_A,ECON_270_A_winter_2018-19,20,Julieta Yung,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Macroeconomic Finance,ECON,304,ECON_304,ECON_304_A,ECON_304_A_winter_2018-19,13,Julieta Yung,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Public Economics,ECON,311,ECON_311,ECON_311_A,ECON_311_A_winter_2018-19,19,Jonny Kurzfeld,0,winter,2018-19,0,0,0,0,0,0,0,0,1
The Great Recession,ECON,313,ECON_313,ECON_313_A,ECON_313_A_winter_2018-19,19,Paul Shea,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Health Economics,ECON,335,ECON_335,ECON_335_A,ECON_335_A_winter_2018-19,0,Abraham Asfaw,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Industrial Organization,ECON,339,ECON_339,ECON_339_A,ECON_339_A_winter_2018-19,20,Leshui He,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Time Series Econometrics,ECON,341,ECON_341,ECON_341_A,ECON_341_A_winter_2018-19,12,Julieta Yung,0,winter,2018-19,0,0,1,0,0,0,0,0,0
Senior Thesis,ECON,457,ECON_457,ECON_457_PS,ECON_457_PS_winter_2018-19,42,Paul Shea,0,winter,2018-19,0,0,0,0,0,1,0,0,0
The Political Economy of Capitalism,ECPT,284,ECPT_284,ECPT_284_A,ECPT_284_A_winter_2018-19,6,Ben Moodie,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Education in a Globalized World,EDGS,384,EDGS_384,EDGS_384_A,EDGS_384_A_winter_2018-19,15,Patti Buck,0,winter,2018-19,0,0,0,0,1,0,1,0,0
Community-Based Research Methods,EDPY,262,EDPY_262,EDPY_262_A,EDPY_262_A_winter_2018-19,18,Kathy Low,0,winter,2018-19,0,0,0,0,1,0,1,0,0
"Education, Reform, and Politics",EDSO,380,EDSO_380,EDSO_380_A,EDSO_380_A_winter_2018-19,18,Mara Tieken,0,winter,2018-19,0,0,0,0,0,0,1,0,0
Perspectives on Education,EDUC,231,EDUC_231,EDUC_231_A,EDUC_231_A_winter_2018-19,23,Bronwyn Sale,0,winter,2018-19,0,0,0,0,0,0,1,0,1
Internship in Education,EDUC,290,EDUC_290,EDUC_290_A,EDUC_290_A_winter_2018-19,4,Patti Buck,0,winter,2018-19,0,0,0,0,0,0,1,0,0
Learning and Teaching: Theories and Practice,EDUC,343,EDUC_343,EDUC_343_A,EDUC_343_A_winter_2018-19,15,Bronwyn Sale,0,winter,2018-19,0,0,0,0,0,0,1,1,1
Basic Concepts in Special Education,EDUC,362,EDUC_362,EDUC_362_A,EDUC_362_A_winter_2018-19,25,Anita Charles,0,winter,2018-19,0,0,0,0,1,0,1,0,1
Seminar in Educational Studies,EDUC,450,EDUC_450,EDUC_450_A,EDUC_450_A_winter_2018-19,7,Patti Buck,0,winter,2018-19,0,0,0,0,0,0,1,0,0
Student Teaching I,EDUC,460,EDUC_460,EDUC_460_A,EDUC_460_A_winter_2018-19,8,Mara Tieken,Anita Charles,winter,2018-19,0,0,0,0,0,0,1,0,1
The Aesthetics of Seeing: Poetry as Witness,ENG,118,ENG_118,ENG_118_A,ENG_118_A_winter_2018-19,39,Myronn Hardy,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Early American Literature,ENG,142,ENG_142,ENG_142_A,ENG_142_A_winter_2018-19,19,Eden Osucha,0,winter,2018-19,0,0,0,0,0,0,0,0,0
American Writers since 1900,ENG,152,ENG_152,ENG_152_A,ENG_152_A_winter_2018-19,14,Steven Dillon,0,winter,2018-19,0,0,0,0,0,0,0,1,0
Shakespeare,ENG,213,ENG_213,ENG_213_A,ENG_213_A_winter_2018-19,9,Sanford Freedman,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Seventeenth-Century Literature,ENG,222,ENG_222,ENG_222_A,ENG_222_A_winter_2018-19,8,Myra Wright,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Milton's Paradise Lost,ENG,226,ENG_226,ENG_226_A,ENG_226_A_winter_2018-19,17,Steven Dillon,0,winter,2018-19,0,0,0,0,0,0,0,0,0
The Bronte Siblings,ENG,234,ENG_234,ENG_234_A,ENG_234_A_winter_2018-19,20,Lillian Nayder,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Romantic Literature (1790-1840),ENG,243,ENG_243,ENG_243_A,ENG_243_A_winter_2018-19,6,Sanford Freedman,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Advanced Fiction Writing,ENG,391,ENG_391,ENG_391_A,ENG_391_A_winter_2018-19,7,Jess Anthony,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Advanced Poetry Writing,ENG,392,ENG_392,ENG_392_A,ENG_392_A_winter_2018-19,4,Myronn Hardy,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Senior Thesis,ENG,457,ENG_457,ENG_457_EO,ENG_457_EO_winter_2018-19,13,Eden Osucha,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Asian American Women Writers,ENGS,121G,ENGS_121G,ENGS_121G_B,ENGS_121G_B_winter_2018-19,24,Tiffany Salter,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Asian American Women Writers,ENGS,121G,ENGS_121G,ENGS_121G_A,ENGS_121G_A_winter_2018-19,8,Tiffany Salter,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Environment and Society,ENVR,204,ENVR_204,ENVR_204_A,ENVR_204_A_winter_2018-19,20,Sonja Pieck,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Lives in Place,ENVR,205,ENVR_205,ENVR_205_A,ENVR_205_A_winter_2018-19,23,Jane Costlow,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Sustainable Cities,ENVR,209,ENVR_209,ENVR_209_A,ENVR_209_A_winter_2018-19,29,Francis Eanes,0,winter,2018-19,0,0,0,0,0,0,0,0,1
GIS Across the Curriculum,ENVR,220,ENVR_220,ENVR_220_A,ENVR_220_A_winter_2018-19,24,Carissa Aoki,0,winter,2018-19,1,0,1,0,0,0,0,0,1
Water and Watersheds/Lab,ENVR,240,ENVR_240,ENVR_240_A,ENVR_240_A_winter_2018-19,12,Holly Ewing,0,winter,2018-19,1,1,0,0,0,0,0,0,0
The Question of the Animal,ENVR,334,ENVR_334,ENVR_334_A,ENVR_334_A_winter_2018-19,18,Jane Costlow,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Community-Engaged Research in Environmental Studies,ENVR,417,ENVR_417,ENVR_417_A,ENVR_417_A_winter_2018-19,17,Francis Eanes,0,winter,2018-19,0,0,0,0,0,0,1,0,1
Senior Thesis,ENVR,457,ENVR_457,ENVR_457_SP,ENVR_457_SP_winter_2018-19,19,Sonja Pieck,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Environmental Justice,ESLS,350,ESLS_350,ESLS_350_A,ESLS_350_A_winter_2018-19,14,Sonja Pieck,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Slavic Europe,EUS,261,EUS_261,EUS_261_A,EUS_261_A_winter_2018-19,25,Dennis Browne,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Senior Thesis,EUS,457,EUS_457,EUS_457_JR,EUS_457_JR_winter_2018-19,2,Jim Richter,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Populism in the Age of Globalization,EUSO,395Q,EUSO_395Q,EUSO_395Q_A,EUSO_395Q_A_winter_2018-19,16,Francesco Duina,0,winter,2018-19,0,0,0,0,0,0,0,0,0
STEM Scholars II,EXDS,215,EXDS_215,EXDS_215_A,EXDS_215_A_winter_2018-19,11,Karen Palin,0,winter,2018-19,0,0,0,0,0,0,0,0,1
STEM Scholars II,EXDS,215,EXDS_215,EXDS_215_B,EXDS_215_B_winter_2018-19,2,Karen Palin,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Intermediate French,FRE,201,FRE_201,FRE_201_A,FRE_201_A_winter_2018-19,9,Laura Balladur,0,winter,2018-19,0,0,0,0,0,0,0,0,1
Oral French,FRE,205,FRE_205,FRE_205_A,FRE_205_A_winter_2018-19,6,Kirk Read,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Introduction to Contemporary France,FRE,207,FRE_207,FRE_207_A,FRE_207_A_winter_2018-19,10,Mary Rice-DeFosse,0,winter,2018-19,0,0,0,0,0,0,0,0,0
Le Maghreb: Vue de l'Enfance,FRE,240E,FRE_240E,FRE_240E_A,FRE_240E_A_winter_2018-19,11,Kirk Read,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Power and Resistance through Writing,FRE,250,FRE_250,FRE_250_A,FRE_250_A_winter_2018-19,4,Laura Balladur,0,winter,2018-19,0,0,0,0,1,0,0,0,1
Écrire la Révolution: French Literature in the Nineteenth Century,FRE,374,FRE_374,FRE_374_A,FRE_374_A_winter_2018-19,13,Mary Rice-DeFosse,0,winter,2018-19,0,0,0,0,1,0,0,0,0
Senior Thesis,FRE,457,FRE_457,FRE_457_AD,FRE_457_AD_winter_2018-19,2,Alex Dauge-Roth,0,winter,2018-19,0,0,0,0,0,1,0,0,0
Stealth Infections,FYS,262,FYS_262,FYS_262_A,FYS_262_A_winter_2018-19,0,Karen Palin,0,winter,2018-19,1,0,0,1,0,0,0,0,1
Nanotechnology Project: Manipulating Atoms,FYS,336,FYS_336,FYS_336_A,FYS_336_A_winter_2018-19,0,Matt Cote,0,winter,2018-19,1,1,0,1,0,0,0,0,0
Classical Myths and Contemporary Art,FYS,345,FYS_345,FYS_345_A,FYS_345_A_winter_2018-19,0,Lisa Maurizio,0,winter,2018-19,0,0,0,1,0,0,0,0,0
"Inequality, Community, and Social Change",FYS,376,FYS_376,FYS_376_A,FYS_376_A_winter_2018-19,0,Emily Kane,0,winter,2018-19,0,0,0,1,0,0,1,0,0
DiY and Mash-up Culture,FYS,393,FYS_393,FYS_393_A,FYS_393_A_winter_2018-19,0,Dale Chapman,0,winter,2018-19,0,0,0,1,0,0,0,0,0
The Sporting Life,FYS,395,FYS_395,FYS_395_A,FYS_395_A_winter_2018-19,0,Susan Langdon,0,winter,2018-19,0,0,0,1,0,0,1,0,1
Tobacco in History and Culture,FYS,419,FYS_419,FYS_419_A,FYS_419_A_winter_2018-19,1,Melinda Plastas,0,winter,2018-19,0,0,0,1,0,0,0,0,1
"Disney Demystified: Race, Gender, and Sexuality in the Magic Kingdom",FYS,432,FYS_432,FYS_432_A,FYS_432_A_winter_2018-19,0,Elizabeth Eames,0,winter,2018-19,0,0,0,1,0,0,0,0,0
What is Performance?,FYS,437,FYS_437,FYS_437_A,FYS_437_A_winter_2018-19,0,Carol Dilley,0,winter,2018-19,0,0,0,1,0,0,0,0,0
Roots of Nonviolence,FYS,440,FYS_440,FYS_440_A,FYS_440_A_winter_2018-19,0,Stacy Smith,0,winter,2018-19,0,0,0,1,0,0,0,0,1
Heroes or Villains? Columbus and Fidel (Castro),FYS,443,FYS_443,FYS_443_A,FYS_443_A_winter_2018-19,0,Baltasar Fra-Molinero,0,winter,2018-19,0,0,0,1,0,0,0,0,0
The Nature of Spirituality,FYS,445,FYS_445,FYS_445_A,FYS_445_A_winter_2018-19,0,Cynthia Baker,0,winter,2018-19,0,0,0,1,0,0,0,1,0
The Communication Equation: A Mathematical Media Tour,FYS,446,FYS_446,FYS_446_A,FYS_446_A_winter_2018-19,0,Martin Montgomery,0,winter,2018-19,0,0,0,1,0,0,0,0,1
Holocaust on Stage,FYS,447,FYS_447,FYS_447_A,FYS_447_A_winter_2018-19,0,Kati Vecsey,0,winter,2018-19,0,0,0,1,0,0,0,0,1
Neuroscience Fiction,FYS,455,FYS_455,FYS_455_A,FYS_455_A_winter_2018-19,0,Nancy Koven,0,winter,2018-19,0,0,0,1,0,0,0,0,0
Environment & Social Justice,FYS,460,FYS_460,FYS_460_A,FYS_460_A_winter_2018-19,0,William Wallace,0,winter,2018-19,0,0,0,1,0,0,1,0,1
Math and the Art of M. C. Escher,FYS,466,FYS_466,FYS_466_A,FYS_466_A_winter_2018-19,0,Andee Alford,0,winter,2018-19,0,0,0,1,0,0,0,0,0
Beyond Nelson Mandela: Themes and Personalities in South African History,FYS,468,FYS_468,FYS_468_A,FYS_468_A_winter_2018-19,0,Patrick Otim,0,winter,2018-19,0,0,0,1,0,0,0,0,0
Coastal Hazards/Lab,FYS,476,FYS_476,FYS_476_A,FYS_476_A_winter_2018-19,0,Bev Johnson,0,winter,2018-19,1,1,0,1,0,0,0,0,0
Truth,FYS,481,FYS_481,FYS_481_A,FYS_481_A_winter_2018-19,0,Michael Murray,0,winter,2018-19,0,0,0,1,0,0,0,0,0
